"dtfc-fixed-left","dtfc-fixed-left href","rounded-circle src","coin-title","coin-symbol","number","number 2","number 3","number 4","link-blank src","link-blank src 2","btn","graph src","down","down 2","up"
"982","https://coindiscovery.app/coin/ant-defi/overview","https://d2daclycywormq.cloudfront.net/production/coins/16709290745176921.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=94c2b9af81aa72d13bd0c6772164ecd0af519358097fc7028c45c586034970b0","ANT Defi","ANT","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1030","https://coindiscovery.app/img/graphs/d1.svg","","",""
"983","https://coindiscovery.app/coin/maticverse/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1631625338-ss.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=24625cf193f55874bc78c09fad33828b4342a9935ea28a750b43134eb62300af","MaticVerse","MVERSE","$0","-","-","$3,058,184","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1029","https://coindiscovery.app/img/graphs/d3.svg","","",""
"984","https://coindiscovery.app/coin/shiba-up/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1640579501-NN.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=7f3b566b69c859275e6368ebbff013545ab2e3362c3ed575ca1d15d4863ea5a6","Shiba UP","SHIBAUP","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1029","https://coindiscovery.app/img/graphs/d1.svg","","",""
"985","https://coindiscovery.app/coin/cyberbull/overview","https://d2daclycywormq.cloudfront.net/production/coins/16533728375123562.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=f4bbdf675bce40ca816247141b53e414903a3c15e4dcacbea8f6248b08363b08","Cyberbull","CyBull","$0.0000001273","-","-","$12,309","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1029","https://coindiscovery.app/img/graphs/u2.svg","","",""
"986","https://coindiscovery.app/coin/she-inu/overview","https://d2daclycywormq.cloudfront.net/production/coins/16590210655141818.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=c70476a962c82bb849989141cebfd09e2e47bd14092c5c329f5cf2a3a872f7e0","SHE INU","SHINU","$0.03222","-","-","$250,000","https://coindiscovery.app/img/icons/icon-eth.svg","https://coindiscovery.app/img/icons/icon-uniswap.svg","1029","https://coindiscovery.app/img/graphs/u4.svg","","",""
"987","https://coindiscovery.app/coin/candycoin/overview","https://d2daclycywormq.cloudfront.net/production/coins/17064540555176198.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=05572fc8feba55b07b9b8d366ba5937f1647948a910c07b3224c2d9d27619fa7","CANDYCOIN","CANDY","$0","-","-","","","","1029","https://coindiscovery.app/img/graphs/d3.svg","","",""
"988","https://coindiscovery.app/coin/launchblock/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1634101219.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=1549df8a7f4f9f76f7ff2f8e10bade7cc25a2d8e5c095569622f44504decf7fa","LaunchBlock","LBT","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1028","https://coindiscovery.app/img/graphs/d3.svg","","",""
"989","https://coindiscovery.app/coin/areon-network/overview","https://d2daclycywormq.cloudfront.net/production/coins/1651697052552820.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=4a45d4124163b776d4b3b557e48727229d34a0bc07c0331eb858458d10ea5591","Areon Network","AREA","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1028","https://coindiscovery.app/img/graphs/d4.svg","","",""
"990","https://coindiscovery.app/coin/starbuy/overview","https://d2daclycywormq.cloudfront.net/production/coins/1663691388552820.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121825Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=6101d6f0ea8f266519145a3656495a0113b9bb6f12c114e4f8aeed0c1b0476ea","STARBUY","STR","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1028","https://coindiscovery.app/img/graphs/d1.svg","","",""
"991","https://coindiscovery.app/coin/anubis-chain/overview","https://d2daclycywormq.cloudfront.net/production/coins/16657174005175741.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=49132dcf468acd80b098e82c2ae4f7e37f839f1aba0c4e696050ad2eafb842d7","Anubis Chain","ANC","$0.0000004365","-","-","$436","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1028","https://coindiscovery.app/img/graphs/u1.svg","","",""
"992","https://coindiscovery.app/coin/puputoken-ico/overview","https://d2daclycywormq.cloudfront.net/production/coins/16871787055176769.jpeg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=2f76a0169a248179245d82d0023ceb04cd7b029040f4cfbd57dede5c3b1befa2","Puputoken ICO","$PUPU","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1028","https://coindiscovery.app/img/graphs/d1.svg","","",""
"993","https://coindiscovery.app/coin/domino/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1633770196-coinsniper.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=87f985314d5e5b1b54be843b315c1649339f8a57e5716da778ac5f043448bf01","DOMINO","DOM","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1027","https://coindiscovery.app/img/graphs/d3.svg","","",""
"994","https://coindiscovery.app/coin/vektor-group/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1639742865-vektor-group-crypto-token-investment-financial-service-global-binace.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=515a07f67f4fdb4c1d69a88e871ba3e82d5d4cfcd542e0fdd483c311028b7179","VEKTOR group","VEKTOR","$0","-","-","$65,000","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1027","https://coindiscovery.app/img/graphs/d2.svg","","",""
"995","https://coindiscovery.app/coin/fides-token/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1642100933-yTF8ad3neQoCEvdSnBB4xegvfeLk8iQeeF2FkYRk.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=d85e91a4fbe056f1e91947abd2a745e7ed5fd52e78a96735b30548125a3013ea","Fides Token","FIDES","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1027","https://coindiscovery.app/img/graphs/d2.svg","","",""
"996","https://coindiscovery.app/coin/shera/overview","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAOEAAADhCAMAAAAJbSJIAAAATlBMVEX////MzMyZmZnIyMjy8vKQkJCUlJTY2Nji4uL7+/vV1dXn5+f8/PzNzc3R0dHg4OChoaGwsLDu7u6oqKi/v7+zs7O5ubmkpKSIiIi9vb1AzzSHAAAMMUlEQVR4nO2d6XarOAyAS3AAs6Ykbee+/4tOkoYgeZVtsfQc9GfuNAnos2RJNsb++DjkkEMOOeSQQw7hlFZO0m6tCqu0YmyGsu67LMsnybKur8uhGcUfZxXjUGdPIIs8PquHUWytaIy0onrAWdkwZ1ZXf8uaouqJcBCzr/6ILccyC6V7U2bluLX6PknA+wuQYkjEmyCHfbrr2HPgvSD73RlSVizmA4xZJbeGAiIHXrwX5LAXRlkuwfdkLPfASLXfq1rT/u351fZ29PPdWfpnCSqmivtegYtnsdoTqp582JSv8WiX9UMjXFaQohl6X5BqVuNRRbjyQ56Ta81HDesyZt5vlB8dDpr3wUlbDI722sRVRWdVp4ssoUXVWSG71c1oM2BiyWUv/FY2o82AeZ1ebY21hXFNM1ZmHXKmitmWYvOK5fJ+aS2NzFhItpXFRVaZCBBmH6qYb25mzFbw1MZkwHzgb9zW2BfyxdO/qYssVSAbS/qlY6rhnktWHKaqKS8Xu91d+tXdxtQp+sXuJvUsmNdLj26kIXJ3C91Urm7AXzGZcRFEPUvk/TrDU2nojQv0fd2CK1aKhsTB3rgGF11zws9QZjAj6oAreehbAT2MsyrQah66aFIyip6KOesorQHXqvKhaJ2RMS/WmodsMjmkpY2a68qmUm0LI36MiiJcfcVc42+CKFREFi3UhtsXIkPKkrbpr50gpucMw3BiV4jJAbW0Au4FMTHaWDrhpoiKTmldUe2Eqstug6jkxaSuiInugwk1NW6DqEwWJXRFJRM+Soh9INZMOqg++qx094GI51Oi/VTx0deweheIksVPcYeep2R2gWhTLkSUQS9IO7tAVBJ1jJ/iS3Tooz0g4q4Ykfdx6ZDjua09IDoVpAgOM+q02h4QcS4LDja4NOq0z/eAiIwQXLwhLze5wA4QhccKTsHB2Dj1uwPEAd0/LGNg3c3f2QEiViDkl8iE1sbZHpGmp0lQL7RHqe0RUbAJ6Im4aRyZxoFYB0rcUF1EGhG1jHPa1Y54OhdBco6bZEbjKHJOFFQTuhDlpTgFyTWKMETXWVC7+GbOrYhtIGKkEcsQZV8iw5qFDZHDiLQhBsqjhFbhclSOnkh7LI20pXg2FyKDEUlZH9XctOjEhBhpRBj5SfU37LrUDMOEGGdElL0JabUNNjofYqQR0Y39j75Ri9DXk/AgxhkRhkaC18HQFDI1wIIYZ0QUa7zBvyXHmbb5FS/iKy/eC7PidP38/Lye7v+yUF/HxixO50OxxuemKJI6W1T891tPflIQi+LnBlaBiyG/miEtVet/Tm+CPcsbTVEkdVYI4vzSyY8oPw1rUGV9PZP99+wklCHRFGrodumJkIJokfGbyugmxHWN+56C7KQzYQLih/g6u8CohPANM094hCvkPWXsTJiC+FGdKGb0ECI3dd8SmtszKQAIkxA/vo1mLE4/PzO8hxBNu7g7F1TOk+4hYRpirSMWp/IR9Ycpl/oI0XjIqXVA2EWEJEQxZLfv7++b9vJXozpq8S5uPgsSIUxyzo6IeqxnNIkJSUljznaXGwpjo4o435tmw5YaIWE29A2cFEIKIhj1F+cLTFwYsQD3LgsKISprXBkRfs9XdauEJCvCGrW4gC46wKtBHkkjhB3RYZs2pPrRCIMRT+fv+XIZ/ADeh+SluCPaS1MUaHyTOjphOGJxmTW/zh8U4YSSFmrQ2NBzSRNhOOKpeLuKnP9+Bv4jaF4K85xjjAid2TvOMhEmIfZzGLrNt8mJhLBWsYeQkvQtF2EE4pwZLgZsQcuH2Dr2YApDqXe0bSaM6Ivv7D6AnvhCHCe/9RLCVG4PplAd7yUthIF58fGDd5e/gD/+a6RsbtP3/ISCEkNkSCi1EkYgTurXMFsW5/OZXHkTlUfN4J2VsxICdYip/2v6q3Ug5SeEr/VYHRBmTf/zVDvh5/wlGuI7O3zFE8IBlLVagenQP51v91IYykiIxb/p2zYjEghBmLQmRBiO/M+crIRYG5oVX33C6qYEQpgQbYRwCsM//28lvODvURCLKfteLNckEMJkbht1w6Tpn8+3Zotv5YuEiPouYr4tRiQQUrSntAKBcMpGU+eiWHGyexdPSPFASOh/gGAlnBqQNhv+Inj9YYgnbAiElL5KIGymzwNS/0SgzdjEEdriJJMNJ2XPATXq9NBJ/AkbAnOQrVj8VUKyFVciZPdSOuJKXspE2KDPaYjMkWadbNEGPF+8rJQtmDL+VLRPFRgFcRrn98tmfKaqTavAAh7b/Fu2aqNN5vgITz8TzlxYkxGZKm8bIdPYonjNIYChEBUxZfRE6WNcI+CpBb+CEW2BhmsEzDSL8R6xN8FPiW2DJ65ZDNKEnJ9wfrByhdwExJSZKNJUKNNs4uym0Igxs+EhhDTlKc1AIJwX4CGvS0FkmhFGrhw7q//U5/1jbNt4RMKsPimI0J7f+AlnI46hyxksy9/DnszYJwrTn65NCr3bp+JB5Hq6hrbnTiEEz6mHUESjowY9IXUMG1KfcgOSeUoRD4giEbmecqOvha9UQCrNniJ+0iNq2EoFh3Hg8jDvskL3qsICtFAHV8tGIXoJYU3tqsdg9eoLNR5CuK7pQ96KoBpVQ/QSwkDjGjWg7Yk9TxC9hBfoLLK/vhd3E6aKVUTvqi94FZf3CVp/pRGeTvgKcsi/rpefy/Vr7uNURB8hWXG0AM7TEQmEJ/9sDzEv+gjRyl/yun7PEJFCePYPM2mIPkK63vS2IBHeo0r8+4vQUflWQSN/pq5kdzN6iyMKom8le0D8gLcivo3gQzz1nqhMQOR7GwF/16kZlfCxNOZmcofmvVeDHzHgjRJfHm/IbkonfDCebmhxtyj/3f9Iz4tuQrrSHyHNEUL4hDyfrl+3PM9vX9fTb/YPeL7oJETv23mnX3rqtwMJJ84iqkZ1EiKr+PMTGiM6658YQo2YOCR2EqJa019koAZxVekshFREJyH6FeGNfOTUjkEiD2Hg80WTjCGR9CEN8QcicGsP65YfFETXG5bIJKTXbImbRshbziO393SAHfFmdz68bQQFEO+lse7e6zFb+kSoG7OXBpeEIwbuU/IraAOelc90C0ZE7+VRt+AZNzRiKCI2IXlXOnSLtU9BCEPE+1eSb9JsacQgxNidsPBxFmwnEFAlABFvKBxw4AWq9CI2zkwUMiLevzJktzi8hUvgnosMQkXE+1cGnVmCjbj+eR00xCrahGpPXD3Y0BCVDaEDj53B23uuHmxIiCjMhDtal/bzdPEiNonBQjmBYIPjsT2I2EdjTkjAqWYDP/Ug9sn6KbtJb7IruQMRx9G4nD1k6ddIFMceG/iTyBEQvjrrIWBUsSGq58BFXl5ppy26og3RfGxDuCh+usUB52ZErFjKKF25+CanrRkQ1QPYEq6u+Okm0UZHLDm1qvaIaHDbBFEPBtygtvEgpgZA7XjO3SEmK6QeArbUacNusSJy9Bs1cO0KkSe8qxffESLXIZbaMaS7QWQrs7Qrb5M0dEK2a2sBleNwzGDRTypk9CU1oG4xXNQOfOUtP3TErR9nsNdXuousejC3fiw3f0fREVfsjOvc3HCXtQaMeqJYpnW1vnhP/mukDdFp911qjCO0O60RUwdDpl+sYbW8eEc07NTNKQYDLlpT6SHtkTeWm4STplJt4SBemwrgpeZvKsO98sWn/EzdIu+WCG2jgW+V+K2OF39vzN4dx954n1Wm+4yd/87IaUcz3zrZ6SHmAXfeczVw05lvsGItbPTUuwrZkB7n5JAtOWNBVsPsRY9QN6Ykj3Y0Buunh6w9s2Ax48OQZWyPHEuL+bZ5oiBtrf0LGdrisilz+wXrTaaG8LJ+Vae8H8j+2o5Db8fLlisp/GJK/5CyKxvhbn0pmrJz0m30VO+toN1VJ/2yrh6aUUhsUCnF2Ax1Z+14799v5KCzCFtUVcx5l6zrf6V7/T/hdwsPXWhiqT8YhLdOSpFlGPfD9xDhfooZw1fuwT+hWIutKDyO8m8BsVZcoXz1ntwTi6zMo4IQvK7apflmEVVC2Mn7am+9zyj3EjOiT96L2Wbn1kMiqjoj5fQnXJ7Vf8N4ishxeGC6OB+f1kPwQGRXcq8/q7LuX4XbLFnW12U1egrzvyTtvdYWYnzI/b9SbrGW85BDDjnkkEMOOeSQQzaT/wHsMp5rCdo9DAAAAABJRU5ErkJggg==","Shera","SHR","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1027","https://coindiscovery.app/img/graphs/d2.svg","","",""
"997","https://coindiscovery.app/coin/apeblack/overview","https://d2daclycywormq.cloudfront.net/production/coins/16507546575115891.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=8ccf71a9e67bef800bb6d2348bed21f35fc040dd7f88d1abc1969a369891a3ae","ApeBlack","APBK","$0.0006","","","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1027","https://coindiscovery.app/img/graphs/d4.svg","","","0.00%"
"998","https://coindiscovery.app/coin/safemoon-grow/overview","https://d2daclycywormq.cloudfront.net/production/coins/1659140640552820.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=e989d1a270c62f14312e79cb62a76e3e6f28ffe491567a1aec36134f873f8f9e","SafeMoon Grow","SFMGROW","$0.00002668","-","-","$26,893","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1026","https://coindiscovery.app/img/graphs/u2.svg","","",""
"999","https://coindiscovery.app/coin/rmdengine/overview","https://d2daclycywormq.cloudfront.net/production/coins/16851387355179475.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=525765b9df8ab851df6dd22f83eb7e6c40d21b9d918216791a4206dba471b6d0","RMDEngine","RMD","$0.02633","-","-","$131,458,082","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1026","https://coindiscovery.app/img/graphs/u2.svg","","",""
"1000","https://coindiscovery.app/coin/gamecraft-token/overview","https://d2daclycywormq.cloudfront.net/production/coins/1688607467676092.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121826Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=dd6ccd73877c046976445c4ebf8caf7b394316bae6cc9c5645617145b95c4014","GameCraft Token","GTC","$0.001","-","-","$5,000","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1026","https://coindiscovery.app/img/graphs/u4.svg","","",""
"1001","https://coindiscovery.app/coin/bitcoin-black700/overview","https://d2daclycywormq.cloudfront.net/production/coins/16945115585184031.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=3e8677675f9cb91e51f3228321a2076101131c7343679e3e17e52ee8ca621c5d","Bitcoin Black","BTCB","$0.3","-","-","$6,300,000","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1026","https://coindiscovery.app/img/graphs/u1.svg","","",""
"1002","https://coindiscovery.app/coin/payments/overview","https://d2daclycywormq.cloudfront.net/production/coins/17065651675187059.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=5883120cafafdcefdf0733219435ee74dd3d41ebd58b772cfb11841ede66fdbf","???? Payments","????PAY","$0.001624","-","-","$1,600,000","https://coindiscovery.app/img/icons/icon-eth.svg","https://coindiscovery.app/img/icons/icon-uniswap.svg","1026","https://coindiscovery.app/img/graphs/u1.svg","","",""
"1003","https://coindiscovery.app/coin/newdoge/overview","https://d2daclycywormq.cloudfront.net/production/coins/newdoge.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=024c1a10dd02fcf1a707e47f02f7335a3ba93cb5368b80da62360140fbdce2ff","NEWDOGE","NEWDOGENEWDOGE","$0","-","-","$390,628","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1025","https://coindiscovery.app/img/graphs/d3.svg","","",""
"1004","https://coindiscovery.app/coin/chow-chow/overview","https://d2daclycywormq.cloudfront.net/production/coins/img-1644377875-ss.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=e2a7644e22ac36148e55d6ef5815943f7836db1b49d8b71d771eeabc866e1ea4","Chow Chow","CHOW","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1025","https://coindiscovery.app/img/graphs/d1.svg","","",""
"1005","https://coindiscovery.app/coin/idot-finance/overview","https://d2daclycywormq.cloudfront.net/production/coins/1655770916552820.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=9d814cafbc9c94746e05194f3e6635fa428b879011cd9c7e5be36d3a5d22eaf6","iDot Finance","IDOT","$0","-","-","$0","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1025","https://coindiscovery.app/img/graphs/d4.svg","","",""
"1006","https://coindiscovery.app/coin/kaa-inu/overview","https://d2daclycywormq.cloudfront.net/production/coins/16652780765141057.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=a1e2c765566b0edcd74ebc7419e4054a833d096636c502a219e29dee8fc069a9","KAA INU","kaainu","$0.001671","-","-","$11","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1025","https://coindiscovery.app/img/graphs/u2.svg","","",""
"1007","https://coindiscovery.app/coin/wazowski-inu/overview","https://d2daclycywormq.cloudfront.net/production/coins/16837299815179134.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQTPPHYIFFG3JANUK%2F20240206%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240206T121829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=1200&X-Amz-Signature=a96a882957422503ae4978b1ba36c769fe0db78e75b14ca10cb0df2fa7e0917e","wazowski inu","$wazo","$0.0004","-","-","$53,000","https://coindiscovery.app/img/icons/icon-binance.svg","https://coindiscovery.app/img/icons/icon-pcs.svg","1025","https://coindiscovery.app/img/graphs/u3.svg","","",""
